Name,Price,Rating,Specifications,Link,Brand,Model,Title,Warranty,Box Contents,Type,Design,Open or closed back,Fit,Impedance,Max frequency response,Min frequency response,Eartip size,Weight,Colours,Dimensions,Noise cancellation,Replaceable earbuds,Call control,Music control,Connectivity,Bluetooth version,Range,Bluetooth features,Microphone,Playback time,Charging type,Charging time,Compatible Models,Sensitivity,Foldable Design,Battery type,Battery capacity,Standby time,Colour(s),Driver Size,Connector,Driver type,Bluetooth audio codec,Bluetooth profile,Magnet Material,Noise isolation,Series,LED headphones,Max power input,Tangle free,Noise reduction,Cord Material,Plug type,Cable length,Cord type,Driver Material,Headphone housing type,Mic frequency,Other control,Mic type,Echo reduction,Detachable cable,Multidriver,Carrying Case Type
PTron Basspods 882 Bluetooth Headset,₹499,3.5,"In ear Wireless Earbuds, Bluetooth v5.1, 12 hrs Playback Time, 10mm Driver, Replaceable Earbuds, 120 hrs standby time",https://www.mysmartprice.com/audio/ptron-basspods-882-bluetooth-headset-msf601275,PTron,Basspods 882,PTron Basspods 882,1 Year,"Charging Station, Cable, Ear Cushions",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",40 gm,Black,Overall :22 x 52 x 60 mm,,Yes,Answer / End,Volume Control,Bluetooth,5.1,10 meter,Auto Pairing,Yes,12 Hours,USB,1.5 Hours,"Mobile Phone, PC, Tablet",,Yes,Li-ion,400 mAh,120 Hours,,,,,,,,,,,,,,,,,,,,,,,,,,
Inbase Free Buds Max Bluetooth Headset,₹899,3.5,"In ear Wireless Earbuds, Bluetooth v5.3, 32 hrs Playback Time, 13mm Driver, Noise Reduction",https://www.mysmartprice.com/audio/inbase-free-buds-max-bluetooth-headset-msf611596,Inbase,Free Buds Max,Inbase Free Buds Max,1 Year,"TWS, Charging Cable, User Manual, Thank You Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",100 gm,"Black, Orange, White, Yellow",Overall :160 x 180 x 200 mm,,Yes,Answer / End,Volume Control,Bluetooth,5.3,10 meter,Auto Pairing,Yes,32 Hours,USB Type-C,,"Mobile Phone, PC, Tablet",,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,
Hearmo HearPods Air Bluetooth Headset,"₹1,599",4.8,"In ear Wireless Earbuds, Bluetooth v5.3, 24 hrs Playback Time, 13mm, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/hearmo-hearpods-air-bluetooth-headset-msf613034,Hearmo,HearPods Air,Hearmo HearPods Air,1 Year,"Cable, Ear Cushions, Charging Case",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",100 gm,,Overall :39 x 82 x 138 mm,,Yes,Answer / End,Volume Control,,5.3,10 meter,Auto Pairing,Yes,24 Hours,USB Type-C,,"Mobile Phone, PC, Tablet",,,Li-ion,,,"Black, Blue",13 mm,Bluetooth,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
Zoook Rocker ThunderBuds Bluetooth Earbuds,"₹2,379",3.4,"In ear Wireless Earbuds, Bluetooth v5.0, Dynamic Driver, LED headphones, 100 hrs standby time",https://www.mysmartprice.com/audio/zoook-rocker-thunderbuds-bluetooth-earbuds-msf603292,Zoook,Rocker ThunderBuds,Zoook Rocker ThunderBuds,1 Year,"Earphone, Charging Case, User Manual, Warranty Card",Wireless,In ear,,In the Ear,,20000 Hz,20 Hz,,18 gm,,,,,Answer/End,Play/Pause,,5.0,10 meter,"Auto Pairing, Media Remote",Yes,,,,"Media player, Mobile Phone, Tablet",,,,3200 mAh,100 Hours,Black,,Bluetooth  Lightning,Dynamic Driver,,,Neodymium,,,Yes,,,,,,,,,,,Siri/Google Assistant,,,,,
Panasonic RZ-S500W Bluetooth Headset,"₹4,840",3.6,"In ear Wireless Earbuds, Bluetooth v5.2, 70 Minute Playback Time, 10mm Driver, Noise Cancellation, 6.5 hrs standby time",https://www.mysmartprice.com/audio/panasonic-rz-s500w-bluetooth-headset-msf602027,Panasonic,RZ-S500W,Panasonic RZ-S500W,1 Year,"Earbuds, Charging Case, USB Cable Type C, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",680 gm,,Overall :110 x 60 x 160 mm,Yes,Yes,Answer / End,Volume Control,,5.2,10 meter,Auto Pairing,Yes,70 Minute,USB Type-C,2 Hours,"Mobile Phone, PC, Tablet",,Yes,,,6.5 Hours,Black,,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,
vivo TWS 2 Bluetooth Headset,"₹6,999",3.3,"In ear Wireless Earbuds, Bluetooth v5.2, 30 hrs Playback Time, 12.2mm, Dynamic Driver, Noise Cancellation, 1 hrs Charging Time",https://www.mysmartprice.com/audio/vivo-tws-2-bluetooth-headset-msf604714,vivo,TWS 2,vivo TWS 2,1 Year,"Earbuds, USB Type C Cable, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,20000 Hz,20 Hz,"Large, Medium, Small",41 gm,", Starry Blue, Moonlight White",Eartips :23.8 x 22.2 x 30.2 mm  Carrying case :60.0 x 24.3 x 45.4 mm,Yes,Yes,Answer/End,Play/Pause,Bluetooth,5.2,10 meter,Auto Pairing,Yes,30 Hours,USB Type-C,1 Hours,"Media player, Mobile Phone, Tablet",40 dB/mw,,,505 mAh,,,,,Dynamic Driver,,aptX,,,,,,,Yes,,,,,,,,,,,,,
Gizmore 851 Pro Bluetooth Headset,₹499,4.0,"In ear Wireless Earbuds, Bluetooth v5.0, 12 hrs Playback Time, Noise Isolation",https://www.mysmartprice.com/audio/gizmore-851-pro-bluetooth-headset-msf613229,Gizmore,851 Pro,Gizmore 851 Pro,1 Year,"1 Pair of Earbuds, Charging Case, Charging Cable, Additional Ear Tips, User Manual",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",,,Overall :3.2 x 12.2 x 9.2 mm,,Yes,Answer / End,Volume Control,,5.0,10 meter,Auto Pairing,Yes,12 Hours,,,"Mobile Phone, PC, Tablet",,,,,,White,,Bluetooth,,,,,Yes,,,,,,,,,,,,,,,,,,
HiFiMAN TWS500 Bluetooth Headset,"₹6,000",4.6,"In ear Wireless Earbuds, Bluetooth v5.2, 26 hrs Playback Time, 10mm Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/hifiman-tws500-bluetooth-headset-msf613273,HiFiMAN,TWS500,HiFiMAN TWS500,1 Year,"Protective Case, eartip, Cable",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",4 gm,,Overall :30 x 10 x 30 mm,", Active Noise Cancellation",Yes,Answer / End,Volume Control,,5.2,10 meter,Auto Pairing,Yes,26 Hours,,,"Mobile Phone, PC, Tablet",,,Li-ion,,,Black,10 mm,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,
Razer Hammerhead True Wireless Pro Bluetooth Headset,"₹12,690",3.6,"In ear Wireless Earbuds, 20 hrs Playback Time, 10mm, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/razer-hammerhead-true-wireless-pro-bluetooth-headset-msf601600,Razer,Hammerhead True Wireless Pro,Razer Hammerhead True Wireless Pro,,"Earbuds, Charging Case, USB Cable Type C, Eartips, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,16 Ohms,20000 Hz,20 Hz,"Large, Medium, Small",150 gm,Black,Overall :26 x 36 x 79 mm,Yes,Yes,Answer / End,Volume Control,Bluetooth,,10 meter,Auto Pairing,Yes,20 Hours,USB Type-C,,"Mobile Phone, PC, Tablet",64 dB/mw,Yes,,,,,,,Dynamic Driver,,,,Yes,,,,,,,,,,,,,,,,,,
AmazonBasics G76 Bluetooth Earbuds,₹749,3.1,"In ear Wireless Earbuds, Bluetooth v5.3, 30 hrs Playback Time, 10mm, Dynamic Driver, Call control",https://www.mysmartprice.com/audio/amazonbasics-g76-bluetooth-earbuds-msf615696,AmazonBasics,G76,Amazon Basics G76,1 Year,"Earbud, Charging Case, USB Cable, User Manual, Warranty Card",Wireless,In ear,Closed Back,In the Ear,,,,"Large, Medium, Small",50 gm,,Overall :21 x 20 x 41 mm,,,Answer / End,Volume Control,,5.3,10 meter,Auto Pairing,Yes,30 Hours,USB,,"Mobile Phone, PC, Tablet",,,Li-ion,,,Black,10 mm,Bluetooth,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
PTron Basspods Snip Bluetooth Headset,"₹2,599",3.3,"In ear Wireless Earbuds, Bluetooth v5.3, 45 hrs Playback Time, 13mm, Dynamic Driver, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/ptron-basspods-snip-bluetooth-headset-msf616683,PTron,Basspods Snip,PTron Basspods Snip,1 Year,"1 Pair of Earbuds, Charging Case, Type-C Charging Cable, User Manual, Warranty Card, 2 Pairs Ear Tips",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",,,,,,,,,5.3,10 meter,Auto Pairing,Yes,45 Hours,USB Type-C,1.5 Hours,"Mobile Phone, PC, Tablet",,,,,,Black,13 mm,USB Type-C,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
Just Corseca SPACER Bluetooth Headset,"₹2,499",3.6,"In ear Wireless Earbuds, 15 hrs Playback Time, 14mm, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/just-corseca-spacer-bluetooth-headset-msf601860,Just Corseca,SPACER,Just Corseca SPACER,1 Year,"Earbuds, Charging Case, USB Cable Type C, Eartips, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",30 gm,Black,Overall :42 x 20 x 40 mm,,Yes,Answer / End,Volume Control,Bluetooth,,10 meter,Auto Pairing,Yes,15 Hours,USB,,"Mobile Phone, PC, Tablet",,Yes,,200 mAh,,,,,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
Inbase Buds Mini Lite Bluetooth Headset,"₹1,299",3.3,"Bluetooth Headset Wireless Earbuds, 40 hrs Playback Time, 13mm, Dynamic Driver, Call control, 300 hrs standby time",https://www.mysmartprice.com/audio/inbase-buds-mini-lite-bluetooth-headset-msf601614,Inbase,Buds Mini Lite,Inbase Buds Mini Lite,,"Earbuds, Charging Case, USB Cable Type C, Eartips, User Manual, Warranty Card",Wireless,Bluetooth Headset,Closed Back,In the Ear,,,,Medium,6 gm,"Black, Pink, White",,,,Answer / End,Volume Control,Bluetooth,,,,Yes,40 Hours,USB Type-C,,"Mobile Phone, PC, Tablet",105 dB/mw,Yes,,200 mAh,300 Hours,,,,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
Audio Technica ATH-CLR100BT Bluetooth Headset,"₹1,307",3.1,"In ear Wireless Earbuds, Bluetooth v5.0, 7 hrs Playback Time, 8.7mm, Dynamic Driver, Call control, 200 hrs standby time",https://www.mysmartprice.com/audio/audio-technica-ath-clr100bt-bluetooth-headset-msf602076,Audio Technica,ATH-CLR100BT,Audio-Technica ATH-CLR100BT,1 Year,"Neck Band, USB Cable Type-C, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,Behind the neck,16 Ohms,20000 Hz,20 Hz,"Large, Medium, Small",250 gm,,Overall :196 x 85 x 44 mm,,,Answer/End,Volume Control,,5.0,10 meter,Auto Pairing,Yes,7 Hours,USB Type-C,2 Hours,"Media player, Mobile Phone, PC, Tablet",100 dB/mw,Yes,Li-Polymer,,200 Hours,"Black, Blue, Red, White",,Bluetooth,Dynamic Driver,A2DP  AVRCP  HFP  HSP,,,,,,,,,,,30 CM,,,,40000 Hz,,Omni directional,,,,
Boat Airdopes 138 Bluetooth Headset,₹719,4.2,"In ear Wireless Earbuds, Bluetooth v5.0, 5 hrs Playback Time, Dynamic Driver, Replaceable Earbuds, 70 hrs standby time",https://www.mysmartprice.com/audio/boat-airdopes-138-bluetooth-headset-msf602844,Boat,Airdopes 138,Boat Airdopes 138,1 Year,"Earbuds, Charging Case, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,20000 Hz,20 Hz,"Large, Medium, Small",,Black,,,Yes,Answer/End,,Bluetooth,5.0,10 meter,,Yes,5 Hours,,5 Hours,"Media player, Mobile Phone, Tablet",,,,,70 Hours,,,,Dynamic Driver,,A2DP  AVRCP  HFP  HSP,Neodymium,,,,,,,,,,,,,,,,,,,
Hearmo HearPods Mini Bluetooth Earbuds,₹799,3.3,"In ear Wireless Earbuds, Bluetooth v5.3, 14 hrs Playback Time, 13mm, Dynamic Driver, Call control",https://www.mysmartprice.com/audio/hearmo-hearpods-mini-bluetooth-earbuds-msf612868,Hearmo,HearPods Mini,Hearmo HearPods Mini,1 Year,"Cable, Charging Case",Wireless,In ear,Closed Back,In the Ear,,,,Medium,90 gm,,Overall :39 x 90 x 132 mm,,,Answer / End,Volume Control,,5.3,10 meter,Auto Pairing,Yes,14 Hours,USB Type-C,,"Mobile Phone, PC, Tablet",,,,,,"Black, White",13 mm,Bluetooth,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
Honeywell Trueno U5000 ANC Bluetooth Headset,"₹2,199",3.1,"In ear Wireless Earbuds, Bluetooth v5.0, 20 hrs Playback Time, Noise Cancellation, 100 hrs standby time, 1 hrs Charging Time",https://www.mysmartprice.com/audio/honeywell-trueno-u5000-anc-bluetooth-headset-msf602053,Honeywell,Trueno U5000 ANC,Honeywell Trueno U5000 ANC,,"Earbuds, USB Cable Type C, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,Small,430 gm,,Overall :51 x 53 x 60 mm,Yes,Yes,,,,5.0,10 meter,Auto Pairing,Yes,20 Hours,USB Type-C,1 Hours,"Mobile Phone, PC, Tablet",,Yes,,300 mAh,100 Hours,"Black, Blue, White, Olive Green",,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,
Ambrane Dots Sense Bluetooth Headset,₹549,3.1,"In ear Wireless Earbuds, 21 hrs Playback Time, 10mm, Dynamic Driver, Noise Cancellation, 3 hrs Charging Time",https://www.mysmartprice.com/audio/ambrane-dots-sense-bluetooth-headset-msf611886,Ambrane,Dots Sense,Ambrane Dots Sense,1 Year,Truewireless,Wireless,In ear canalphone,Closed Back,In the Ear,,20000 Hz,20 Hz,"Large, Medium, Small",48 gm,"Green, Purple, White",Overall :14 x 70 x 70 mm,Yes,Yes,Answer / End,Volume Control,Bluetooth,,10 meter,Auto Pairing,Yes,21 Hours,USB Type-C,3 Hours,"Mobile Phone, PC, Tablet",,,,300 mAh,,,,,Dynamic Driver,,,,,,,,,,Silicone,,,,,,,,,,,,
Aiwa AT-X80FANC Bluetooth Headset,"₹2,414",3.1,"In ear Wireless Earbuds, Bluetooth v5.0, 12 hrs Playback Time, 10mm, Dynamic Driver, Noise Cancellation, 1 hrs Charging Time",https://www.mysmartprice.com/audio/aiwa-at-x80fanc-bluetooth-headset-msf601882,Aiwa,AT-X80FANC,Aiwa AT-X80FANC,1 Year,"2N Earbuds,1N Charging Case, 1N Charging cable, 2 pair of Silicon Ear-Tip",Wireless,In ear canalphone,Closed Back,In the Ear,32 Ohms,20000 Hz,50 Hz,"Large, Medium, Small",55 gm,,Overall :455 x 57 x 23 mm,Yes,Yes,Answer / End,Volume Control,,5.0,10 meter,Auto Pairing,Yes,12 Hours,USB Type-C,1 Hours,"Mobile Phone, PC, Tablet",98 dB/mw,Yes,Li-ion,500 mAh,,"Black, White",,Bluetooth,Dynamic Driver,A2DP  AVRCP  HFP  HSP,,,,,,,,,,,,,,,,,,,,,
Promate ProPods Bluetooth Headset,"₹2,609",5.0,"In ear Wireless Earbuds, Bluetooth v5.3, 25 hrs Playback Time, Replaceable Earbuds, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/promate-propods-bluetooth-headset-msf613037,Promate,ProPods,Promate ProPods,2 Years,Wireless Earbuds,Wireless,In ear canalphone,Closed Back,In the Ear,32 Ohms,20000 Hz,120 Hz,"Large, Medium, Small",270 gm,,Overall :217 x 125 x 71 mm,", Active Noise Cancellation",Yes,Answer / End,Volume Control,,5.3,10 meter,Auto Pairing,Yes,25 Hours,USB Type-C,1.5 Hours,"Mobile Phone, PC, Tablet",,,Li-Polymer,400 mAh,,"Black, White",,Bluetooth,,A2DP  AVRCP  HFP  HSP,,,,,,,,,,,,,,,,,,,,,
Hearmo HearPods Pro Bluetooth Headset,"₹1,199",4.0,"In ear Wireless Earbuds, Bluetooth v5.2, 30 hrs Playback Time, 13mm, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/hearmo-hearpods-pro-bluetooth-headset-msf613035,Hearmo,HearPods Pro,Hearmo HearPods Pro,,"Earbuds, Charging Case, USB Cable Type C, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",,,,,Yes,Answer / End,Volume Control,,5.2,10 meter,Auto Pairing,Yes,30 Hours,USB Type-C,,"Mobile Phone, PC, Tablet",,,Li-ion,,,"Black, White",13 mm,Bluetooth,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
Sonilex SLG-110EP Headset,₹225,5.0,"In ear Wireless Earbuds, 10mm Driver, Tangle Free",https://www.mysmartprice.com/audio/sonilex-slg-110ep-headset-msf604538,Sonilex,SLG-110EP,SONiLEX SLG-110EP,,,Wired,In ear canalphone,Closed Back,In the Ear,16 Ohms,20000 Hz,20 Hz,,100 gm,,Overall :10 x 20 x 30 mm,,Yes,Answer/End,Volume Control,,,,,Yes,,,,"Media player, Mobile Phone, PC, Tablet",,Yes,,,,White,,3.5 mm jack,,,,,,,,,Yes,,,,1.2 Meter,,,,,,,,,,
Zebronics Zeb-Sound Bomb 6 Bluetooth Headset,₹999,4.0,"In ear Wireless Earbuds, 12 hrs Playback Time, Replaceable Earbuds",https://www.mysmartprice.com/audio/zebronics-zeb-sound-bomb-6-bluetooth-headset-msf601423,Zebronics,Zeb-Sound Bomb 6,Zebronics Zeb-Sound Bomb 6,6 Months,Cable,Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",160 gm,,Overall :89 x 40 x 88 mm,,Yes,Answer / End,Volume Control,,,10 meter,Auto Pairing,Yes,12 Hours,,,"Mobile Phone, PC, Tablet",,Yes,Li-ion,,,Blue,,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,
Ambrane Dots Turbo Bluetooth Headset,"₹1,499",3.1,"In ear Wireless Earbuds, Bluetooth v5.0, 18 hrs Playback Time, Replaceable Earbuds",https://www.mysmartprice.com/audio/ambrane-dots-turbo-bluetooth-headset-msf601770,Ambrane,Dots Turbo,Ambrane Dots Turbo,1 Year,"TrueWireless, Charging Case",Wireless,In ear canalphone,Closed Back,,,,,"Large, Medium, Small",100 gm,,Overall :20 x 36 x 90 mm,,Yes,Answer / End,Volume / Control,,5.0,10 meter,Auto Pairing,Yes,18 Hours,USB Type-C,,"Mobile Phone, PC, Tablet",,Yes,Li-Polymer,,,"Black, White",,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,
Boult Audio Z40 Gaming Bluetooth Headset,"₹1,198",4.1,"In ear Wireless Earbuds, Bluetooth v5.4, 60 hrs Playback Time, 10mm, Dynamic Driver, Noise Cancellation, 100 minute Charging Time",https://www.mysmartprice.com/audio/boult-audio-z40-gaming-bluetooth-headset-msf617826,Boult Audio,Z40 Gaming,Boult Audio Z40 Gaming,1 Year,"Earbuds, Charging Case, USB Cable Type C, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,32 Ohms,,,"Large, Medium",45 gm,,Overall :50 x 33 x 53 mm,Yes,,Answer & End,Volume Control,,5.4,10 meter,Auto Pairing,Yes,60 Hours,USB Type-C,100 Minute,"Mobile Phone, PC, Tablet",95 dB/mw,,Li-Polymer,,,"Black Moss, Electric White",10 mm,Bluetooth,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
Truke Clarity 5 V2 Bluetooth Headset,₹899,4.0,"In ear Wireless Earbuds, Bluetooth v5.3, 80 hrs Playback Time, 13mm, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/truke-clarity-5-v2-bluetooth-headset-msf616763,Truke,Clarity 5 V2,Truke Clarity 5 V2,1 Year,"1 Pair of Earbuds, Charging Case, Type-C USB Cable, Warranty Card, User Manual, Additional Pair of Ear Tips",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",38 gm,,Overall :65 x 51 x 26 mm,Yes,,,,,5.3,10 meter,Auto Pairing,Yes,80 Hours,USB Type-C,,"Mobile Phone, PC, Tablet",,,Li-Polymer,,,"Metal Black, Sapphire Blue",13 mm,,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
Realme Buds T110 Bluetooth Headset,"₹1,099",4.2,"In ear Wireless Earbuds, 38 hrs Playback Time, 10mm, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/realme-buds-t110-bluetooth-headset-msf616848,realme,Buds T110,Realme Buds T110,,"Earbud, Charging Case, USB Cable, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,,,,,"Large, Medium, Small",,,,Yes,Yes,,,,,10 meter,,Yes,38 Hours,,,"Mobile Phone, PC, Tablet",,,,,,,10 mm,Bluetooth,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
Boat Airdopes 115 Bluetooth Headset,"₹1,799",4.0,"In ear Wireless Earbuds, Bluetooth v5.2, 24 hrs Playback Time, 13mm, Dynamic Driver, Replaceable Earbuds, 2 hrs Charging Time",https://www.mysmartprice.com/audio/boat-airdopes-115-bluetooth-headset-msf601890,Boat,Airdopes 115,Boat Airdopes 115,1 Year,"1 Pair of Earbuds, Additional Ear Tips, Charging Cable, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,,,", Active Black, Furious blue, Raging Red, White Siberia",,,Yes,Answer / End,Volume Control,Bluetooth,5.2,10 meter,Auto Pairing,Yes,24 Hours,USB Type-C,2 Hours,"Mobile Phone, PC, Tablet",,,,300 mAh,,,,,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
Boult Audio Z40 Ultra Bluetooth Headset,"₹1,999",4.1,"In ear Wireless Earbuds, Bluetooth v5.3, 57mm, Dynamic Driver, Replaceable Earbuds, 2 hrs Charging Time",https://www.mysmartprice.com/audio/boult-audio-z40-ultra-bluetooth-headset-msf616263,Boult Audio,Z40 Ultra,Boult Audio Z40 Ultra,1 Year,"1 Pair of Earbuds, Charging Cable, User Manual, Warranty Card, Extra Ear Tips",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",,,,,Yes,Answer / End,Volume Control,,5.3,10 meter,Auto Pairing,Yes,,,2 Hours,"Mobile Phone, PC, Tablet",,,Li-ion,,,"Metallic, Black",57 mm,Bluetooth,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
Truke Clarity 2 v2 Bluetooth Headset,₹799,4.0,"In ear Wireless Earbuds, Bluetooth v5.3, 68 hrs Playback Time, 13mm Driver, Noise Cancellation",https://www.mysmartprice.com/audio/truke-clarity-2-v2-bluetooth-headset-msf616691,Truke,Clarity 2 v2,Truke Clarity 2 v2,1 Year,"1 Pair of Earbuds, Charging Case, Type-C USB Cable, Warranty Card, User Manual, Additional Pair of Ear Tips",Wireless,In ear canalphone,Closed Back,In the Ear,,,,,42 gm,,Overall :64 x 49 x 29 mm,Yes,,,,,5.3,,Auto Pairing,Yes,68 Hours,USB Type-C,,"Mobile Phone, PC, Tablet",,,Li-Polymer,,,Metal Black,13 mm,,,,,,,,,,,,,,,,,,,,,,,,
Boult Audio Airbass X45 Bluetooth Headset,₹798,3.9,"In ear Wireless Earbuds, Bluetooth v5.3, 40 hrs Playback Time, Dynamic Driver, Replaceable Earbuds, 120 hrs standby time",https://www.mysmartprice.com/audio/boult-audio-airbass-x45-bluetooth-headset-msf611879,Boult Audio,Airbass X45,Boult Audio Airbass X45,1 Year,"1 Pair of Earbuds with Charging Case, Extra Pair of Eartips, Charging Cable, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,16 Ohms,20000 Hz,20 Hz,"Large, Medium, Small",41 gm,"Black, Green, Grey",Overall :22 x 34 x 22 mm,,Yes,Answer / End,Volume Control,Bluetooth,5.3,10 meter,Auto Pairing,Yes,40 Hours,USB,,"Mobile Phone, PC, Tablet",106 dB/mw,,,,120 Hours,,,,Dynamic Driver,,,Neodymium,,,,,,,,,,,,,,,,,,,
JLAB Epic Air Sport Bluetooth Headset,"₹6,159",4.1,"Bone conduction Wireless Earbuds, Bluetooth v5.1, 70 hrs Playback Time, Dynamic Driver, Replaceable Earbuds, 100 hrs standby time",https://www.mysmartprice.com/audio/jlab-epic-air-sport-bluetooth-headset-msf613683,Jlab,Epic Air Sport,Jlab Epic Air Sport,2 Years,"1 Pair of Earbuds, Charging Case with Integrated USB Charging Cord, Cloud Foam Ear Tips, Warranty Card, 2 Extra Long Tips, 3 Sets of Silicone Gel Tips",Wireless,Bone conduction,Closed Back,In the Ear,,,,"Large, Medium, Small",200 gm,,Overall :50 x 199 x 100 mm,", Active Noise Cancellation",Yes,Answer / End,Volume Control,,5.1,10 meter,Auto Pairing,Yes,70 Hours,USB,3.5 Hours,"Mobile Phone, PC, Tablet",,No,Li-ion,1000 mAh,100 Hours,Black,,Bluetooth,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
Realme Buds Air 5 Bluetooth Headset,"₹2,899",4.3,"In ear Wireless Earbuds, Bluetooth v5.3, 38 hrs Playback Time, 12.4mm Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/realme-buds-air-5-bluetooth-headset-msf613064,realme,Buds Air 5,Realme Buds Air 5,,"Earbuds, Charging Case, USB Cable, User manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",,,,", Active Noise Cancellation",Yes,Answer / End,Volume Control,,5.3,10 meter,Auto Pairing,Yes,38 Hours,,,"Mobile Phone, PC, Tablet",,,Li-ion,,,"Deep Sea Blue, Arctic White",12.4 mm,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,
Truke Buds F1 Ultra Bluetooth Headset,₹799,4.0,"In ear Wireless Earbuds, Bluetooth v5.3, 60 hrs Playback Time, 13mm, Dynamic Driver, Noise Cancellation, 300 hrs standby time",https://www.mysmartprice.com/audio/truke-buds-f1-ultra-bluetooth-headset-msf616194,Truke,Buds F1 Ultra,Truke Buds F1 Ultra,1 Year,"1 Pair of Earbuds, Charging Case, Type-C USB Cable, Warranty Card, User Manual, Additional Pair of Ear Tips",Wireless,In ear canalphone,Closed Back,In the Ear,,,,,,,,Yes,Yes,,,,5.3,10 meter,Auto Pairing,Yes,60 Hours,USB Type-C,90 Minute,"Mobile Phone, PC, Tablet",,,Li-ion,580 mAh,300 Hours,,13 mm,Bluetooth,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
PTron Basspods P251 Plus Bluetooth Headset,₹598,3.7,"In ear Wireless Earbuds, Bluetooth v5.1, 50 hrs Playback Time, 12mm, Dynamic Driver, Noise Reduction, 100 hrs standby time",https://www.mysmartprice.com/audio/ptron-basspods-p251-plus-bluetooth-headset-msf601749,PTron,Basspods P251 Plus,PTron Basspods P251 Plus,1 Year,"Charging Case, USB Charging Cable, User Manual",Wireless,In ear canalphone,Closed Back,In the Ear,,20000 Hz,20 Hz,"Large, Medium, Small",,Black,,,,Answer / End,Volume Control,Bluetooth,5.1,10 meter,Auto Pairing,Yes,50 Hours,USB,1.5 Hours,"Mobile Phone, PC, Tablet",30 dB/mw,Yes,Li-Polymer,500 mAh,100 Hours,,,,Dynamic Driver,,A2DP  AVRCP  HFP,,,,,,,Yes,,,,,,,,,,,,,
